fare,dest,datescraped,timescraped,origtime,date,desttime,orig
$20.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,59:41.7,7:00 AM,7/28/2014,10:30 AM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$20.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,59:41.8,8:00 AM,7/28/2014,11:30 AM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$20.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,59:41.9,10:45 AM,7/28/2014,2:15 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$17.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,59:42.0,12:45 PM,7/28/2014,4:15 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$17.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,59:42.1,1:45 PM,7/28/2014,5:15 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$15.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,59:42.2,4:30 PM,7/28/2014,8:00 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$15.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,59:42.3,6:15 PM,7/28/2014,9:45 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$15.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,59:42.4,7:45 PM,7/28/2014,11:30 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$15.00 ,"Newark, NJ (Newark Penn Station)",7/14/2014,59:56.0,8:45 AM,7/28/2014,12:00 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$17.00 ,"Newark, NJ (Newark Penn Station)",7/14/2014,59:56.1,12:45 PM,7/28/2014,4:00 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$17.00 ,"Newark, NJ (Newark Penn Station)",7/14/2014,59:56.2,2:45 PM,7/28/2014,6:00 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$17.00 ,"Newark, NJ (Newark Penn Station)",7/14/2014,59:56.2,7:30 PM,7/28/2014,10:45 PM,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta)
$13.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:09.9,6:15 AM,7/28/2014,10:30 AM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:10.0,7:30 AM,7/28/2014,11:45 AM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$14.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:10.1,9:30 AM,7/28/2014,1:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:10.3,10:30 AM,7/28/2014,2:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:10.4,11:15 AM,7/28/2014,3:30 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:10.5,12:00 PM,7/28/2014,4:15 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:10.6,1:30 PM,7/28/2014,5:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:10.7,3:30 PM,7/28/2014,7:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:10.8,4:30 PM,7/28/2014,8:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,00:10.9,5:30 PM,7/28/2014,9:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,New York 1st Ave Between 38th & 39th (To BOS),7/14/2014,00:24.6,8:30 AM,7/28/2014,12:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,New York 1st Ave Between 38th & 39th (To BOS),7/14/2014,00:24.7,12:30 PM,7/28/2014,4:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,New York 1st Ave Between 38th & 39th (To BOS),7/14/2014,00:24.8,2:30 PM,7/28/2014,6:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$13.00 ,New York 1st Ave Between 38th & 39th (To BOS),7/14/2014,00:24.9,6:30 PM,7/28/2014,10:45 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$15.00 ,"Newark, NJ (Newark Penn Station)",7/14/2014,00:38.5,7:15 AM,7/28/2014,11:45 AM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$15.00 ,"Newark, NJ (Newark Penn Station)",7/14/2014,00:38.6,2:15 PM,7/28/2014,7:00 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$25.00 ,Philadelphia JFK & N. 30th St,7/14/2014,00:52.3,7:15 AM,7/28/2014,1:50 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$25.00 ,Philadelphia JFK & N. 30th St,7/14/2014,00:52.4,2:15 PM,7/28/2014,8:50 PM,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL
$20.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,01:06.1,6:00 AM,7/28/2014,10:30 AM,"Greenbelt, MD Metrorail Intermodal Station"
$20.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,01:06.2,7:00 AM,7/28/2014,11:30 AM,"Greenbelt, MD Metrorail Intermodal Station"
$20.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,01:06.2,9:45 AM,7/28/2014,2:15 PM,"Greenbelt, MD Metrorail Intermodal Station"
$17.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,01:06.3,11:45 AM,7/28/2014,4:15 PM,"Greenbelt, MD Metrorail Intermodal Station"
$17.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,01:06.4,12:45 PM,7/28/2014,5:15 PM,"Greenbelt, MD Metrorail Intermodal Station"
$15.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,01:06.5,3:30 PM,7/28/2014,8:00 PM,"Greenbelt, MD Metrorail Intermodal Station"
$15.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,01:06.6,5:15 PM,7/28/2014,9:45 PM,"Greenbelt, MD Metrorail Intermodal Station"
$15.00 ,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)",7/14/2014,01:06.7,6:45 PM,7/28/2014,11:30 PM,"Greenbelt, MD Metrorail Intermodal Station"
$17.00 ,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta),7/14/2014,01:20.4,7:45 AM,7/28/2014,11:15 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta),7/14/2014,01:20.5,9:45 AM,7/28/2014,1:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta),7/14/2014,01:20.6,11:45 AM,7/28/2014,3:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta),7/14/2014,01:20.7,12:45 PM,7/28/2014,4:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta),7/14/2014,01:20.8,1:45 PM,7/28/2014,5:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta),7/14/2014,01:20.9,3:45 PM,7/28/2014,7:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta),7/14/2014,01:21.0,5:45 PM,7/28/2014,9:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,Baltimore-1578 Maryland Ave. (near Marc-Penn Sta),7/14/2014,01:21.1,6:45 PM,7/28/2014,10:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:34.8,6:00 AM,7/28/2014,10:15 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:34.8,7:00 AM,7/28/2014,11:15 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:34.9,9:00 AM,7/28/2014,1:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:35.0,10:00 AM,7/28/2014,2:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:35.1,11:00 AM,7/28/2014,3:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:35.2,12:30 PM,7/28/2014,4:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:35.3,1:00 PM,7/28/2014,5:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:35.4,3:30 PM,7/28/2014,7:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:35.5,4:30 PM,7/28/2014,8:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$14.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,01:35.6,5:30 PM,7/28/2014,9:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,"Greenbelt, MD Metrorail Intermodal Station",7/14/2014,01:49.3,7:45 AM,7/28/2014,12:00 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,"Greenbelt, MD Metrorail Intermodal Station",7/14/2014,01:49.4,9:45 AM,7/28/2014,2:00 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,"Greenbelt, MD Metrorail Intermodal Station",7/14/2014,01:49.5,11:45 AM,7/28/2014,4:00 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,"Greenbelt, MD Metrorail Intermodal Station",7/14/2014,01:49.6,12:45 PM,7/28/2014,5:00 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,"Greenbelt, MD Metrorail Intermodal Station",7/14/2014,01:49.7,1:45 PM,7/28/2014,6:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,"Greenbelt, MD Metrorail Intermodal Station",7/14/2014,01:49.7,3:45 PM,7/28/2014,8:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Greenbelt, MD Metrorail Intermodal Station",7/14/2014,01:49.8,5:45 PM,7/28/2014,10:00 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$17.00 ,"Greenbelt, MD Metrorail Intermodal Station",7/14/2014,01:49.9,6:45 PM,7/28/2014,11:00 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,"Philadelphia - Cherry Hill, NJ  (Cherry Hill Mall)",7/14/2014,02:03.6,7:15 AM,7/28/2014,8:55 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,"Philadelphia - Cherry Hill, NJ  (Cherry Hill Mall)",7/14/2014,02:03.7,10:45 AM,7/28/2014,12:25 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,"Philadelphia - Cherry Hill, NJ  (Cherry Hill Mall)",7/14/2014,02:03.8,12:45 PM,7/28/2014,2:25 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,"Philadelphia - Cherry Hill, NJ  (Cherry Hill Mall)",7/14/2014,02:03.9,4:15 PM,7/28/2014,5:55 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,"Philadelphia - Cherry Hill, NJ  (Cherry Hill Mall)",7/14/2014,02:04.0,5:45 PM,7/28/2014,7:25 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,"Philadelphia - Cherry Hill, NJ  (Cherry Hill Mall)",7/14/2014,02:04.1,7:15 PM,7/28/2014,8:55 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:17.8,7:15 AM,7/28/2014,9:15 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:17.9,8:15 AM,7/28/2014,10:30 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$12.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.0,9:15 AM,7/28/2014,11:15 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.1,10:15 AM,7/28/2014,12:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.2,10:45 AM,7/28/2014,12:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.3,11:45 AM,7/28/2014,1:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.4,12:45 PM,7/28/2014,2:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.4,1:15 PM,7/28/2014,3:30 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.5,1:45 PM,7/28/2014,3:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.6,2:45 PM,7/28/2014,4:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.7,3:45 PM,7/28/2014,5:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.8,4:15 PM,7/28/2014,6:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:18.9,5:45 PM,7/28/2014,7:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:19.0,6:15 PM,7/28/2014,8:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:19.1,7:15 PM,7/28/2014,9:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$10.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:19.2,8:15 PM,7/28/2014,10:30 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,02:19.3,10:00 PM,7/28/2014,12:00 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.0,6:30 AM,7/28/2014,10:45 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.1,7:30 AM,7/28/2014,11:45 AM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.2,9:00 AM,7/28/2014,1:30 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.3,9:30 AM,7/28/2014,1:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$16.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.4,11:30 AM,7/28/2014,4:00 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$14.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.5,12:30 PM,7/28/2014,4:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.6,1:00 PM,7/28/2014,5:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.7,1:30 PM,7/28/2014,6:00 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.8,2:30 PM,7/28/2014,6:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:33.9,3:30 PM,7/28/2014,8:00 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$16.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:34.0,5:30 PM,7/28/2014,9:45 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$15.00 ,"Washington (Union Station-50 Mass. Ave), DC",7/14/2014,02:34.0,6:30 PM,7/28/2014,11:15 PM,"New York  W 33rd St & 11-12th Ave (DC,BAL,BOS,PHL)"
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,02:47.7,8:00 AM,7/28/2014,12:15 PM,New York 1st Ave Between 38th & 39th (To BOS)
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,02:47.8,12:00 PM,7/28/2014,4:15 PM,New York 1st Ave Between 38th & 39th (To BOS)
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,02:47.9,2:00 PM,7/28/2014,6:15 PM,New York 1st Ave Between 38th & 39th (To BOS)
$13.00 ,Boston South Station - Gate 9 NYC-Gate 10 NWK/PHL,7/14/2014,02:48.0,6:30 PM,7/28/2014,10:45 PM,New York 1st Ave Between 38th & 39th (To BOS)
$10.00 ,Philadelphia JFK & N. 30th St,7/14/2014,03:01.6,8:45 AM,7/28/2014,10:30 AM,New York 6th Ave Between Grand & Watts (DC or Phl)
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,03:01.7,10:45 AM,7/28/2014,12:15 PM,New York 6th Ave Between Grand & Watts (DC or Phl)
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,03:01.7,12:15 PM,7/28/2014,1:45 PM,New York 6th Ave Between Grand & Watts (DC or Phl)
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,03:01.8,1:45 PM,7/28/2014,3:30 PM,New York 6th Ave Between Grand & Watts (DC or Phl)
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,03:01.9,4:15 PM,7/28/2014,5:45 PM,New York 6th Ave Between Grand & Watts (DC or Phl)
$8.00 ,Philadelphia JFK & N. 30th St,7/14/2014,03:02.0,5:15 PM,7/28/2014,7:15 PM,New York 6th Ave Between Grand & Watts (DC or Phl)
$10.00 ,Philadelphia JFK & N. 30th St,7/14/2014,03:02.1,9:00 PM,7/28/2014,10:30 PM,New York 6th Ave Between Grand & Watts (DC or Phl)
